Title;Format;Year;Rating
Mikan Enikki;TV;1992;3.9
Yu Yu Hakusho: Eizou Hakusho;OVA;1994;3.9
Lupin III Special 15: Operation Return the Treasure;TV Special;2003;3.9
Hunter x Hunter: The Last Mission;Movie;2013;3.9
"Robotics;Notes";TV;2012;3.9
REC;TV;2006;3.9
Date a Live: Date to Date;OVA;2013;3.9
Kateikyoushi Hitman Reborn! Mr. Rebokku no Ciao Ciao Interview;DVD Special;2010;3.9
Digimon Movie 2: Bokura no War Game;Movie;2000;3.9
The Law of Ueki;TV;2005;3.9
Amagami SS;TV;2010;3.9
Golden Kamuy OVA;OVA;2018;3.9
Fullmetal Alchemist: Reflections;DVD Special;2005;3.89
Harmonie;Movie;2014;3.89
Yozakura Quartet: Hana no Uta;TV;2013;3.89
Sgt. Frog;TV;2004;3.89
Noein;TV;2005;3.89
Uta no Prince-sama: Maji Love 2000% Special;DVD Special;2013;3.89
Piano no Mori (2018);TV;2018;3.89
Hiyokoi;Other;2010;3.89
Fairy Tail x Rave;OVA;2013;3.89
Joshiraku OVA;OVA;2013;3.89
One Piece Movie 7: Karakuri Castle's Mecha Giant Soldier;Movie;2006;3.89
Voices of a Distant Star;OVA;2002;3.89
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist;TV;2015;3.89
Otona Joshi no Anime Time 2;TV Special;2013;3.89
Gabriel Dropout;TV;2017;3.89
Mobile Suit Gundam 0083: Stardust Memory;OVA;1991;3.89
Shiroi Kiba: White Fang Monogatari;TV Special;1982;3.89
Record of Lodoss War OVA;OVA;1990;3.89
Strike the Blood OVA;OVA;2015;3.89
Hetalia: The World Twinkle - Surprise Halloween!;DVD Special;2016;3.89
To Love Ru OVA;OVA;2009;3.89
Nyan Koi!;TV;2009;3.89
Student Council's Discretion;TV;2009;3.89
Cardcaptor Sakura: The Movie;Movie;1999;3.89
My-Hime;TV;2004;3.89
Monster Musume OVA;OVA;2016;3.89
Kuroko's Basketball 2: NG-shuu;DVD Special;2014;3.89
InuYasha;TV;2000;3.89
Student Council's Discretion Lv. 2;TV;2012;3.89
The Big O II;TV;2003;3.89
Patlabor: The Mobile Police - New Files;OVA;1990;3.89
Arakawa Under the Bridge;TV;2010;3.89
High School DxD BorN Specials;DVD Special;2015;3.89
The Ideon: Be Invoked;Movie;1982;3.89
Ah! My Goddess TV Specials;DVD Special;2005;3.89
Ninja Scroll;Movie;1993;3.89
Shakugan no Shana OVA;OVA;2006;3.89
She and Her Cat;OVA;1999;3.89
Dogs: Bullets & Carnage;OVA;2009;3.89
Ghost in the Shell: Arise - Alternative Architecture;TV;2015;3.88
Sound! Euphonium: Ready, Set, Monaka;DVD Special;2015;3.88
Black Bullet;TV;2014;3.88
Aishiteruze Baby;TV;2004;3.88
I Can't Understand What My Husband is Saying;TV;2014;3.88
Shaman King;TV;2001;3.88
Wolf Girl and Black Prince OVA;OVA;2015;3.88
Scrapped Princess;TV;2003;3.88
I've Always Liked You Special;DVD Special;2016;3.88
Persona 5 The Animation: Dark Sun...;TV Special;2018;3.88
Break Blade TV;TV;2014;3.88
Thunder Jet;TV;1994;3.88
Lupin III Special 9: Island of Assassins;TV Special;1997;3.88
Tenchi Muyo! Ryo-Ohki 4;OVA;2016;3.88
City Hunter;TV;1987;3.88
Ah! My Goddess TV;TV;2005;3.88
Kiddy Grade: Truth Dawn;Movie;2007;3.88
Yamada-kun and the Seven Witches OVA;OVA;2014;3.88
Mobile Suit Gundam SEED Destiny;TV;2004;3.88
InuYasha The Movie 2: The Castle Beyond the Looking Glass;Movie;2002;3.88
Utawarerumono Specials;DVD Special;2006;3.88
Captain Harlock SSX;TV;1982;3.88
Sakigake!! Otokojuku;TV;1988;3.88
Hibike! Euphonium Movie 2: Todoketai Melody;Movie;2017;3.88
Slayers Premium;Movie;2001;3.88
Pokemon XY: Mega Evolution;TV Special;2014;3.88
Lupin III Special 12: Missed by a Dollar;TV Special;2000;3.88
Ze Tian Ji 2nd Season;Web;2016;3.88
Mei to Koneko Bus;Movie;2001;3.88
Ranma 1/2 OVA: Chou Musabetsu Kessen! Ranma Team VS Densetsu no Houou;Movie;1994;3.88
Ride Back;TV;2009;3.88
Otona Joshi no Anime Time: Kawamo o Suberu Kaze;TV Special;2011;3.88
Poyopoyo Kansatsu Nikki;TV;2012;3.88
Kindaichi Shounen no Jikenbo;TV;1997;3.88
Dragon Ball: Episode of Bardock;Other;2011;3.88
Uta no Prince-sama: Maji Love 2000%;TV;2013;3.88
D-Frag! OVA;OVA;2014;3.88
Detective Conan Magic File 6: Fantasista Flower;OVA;2012;3.87
Martian Successor Nadesico;TV;1996;3.87
Girls und Panzer;TV;2012;3.87
EGOIST: The Everlasting Guilty Crown;Music Video;2012;3.87
Toriko TV;TV;2011;3.87
Bureau of Proto Society;Web;2015;3.87
Shakugan no Shana Movie;Movie;2007;3.87
Ah! My Goddess: Flights of Fancy Specials;DVD Special;2007;3.87
Bungaku Shoujo Memoire;OVA;2010;3.87
Berserk (2017);TV;2017;3.87
Royal Space Force: The Wings of Honneamise;Movie;1987;3.87
Laughing Under the Cloud Gaiden: Movie 2;Movie;2018;3.87
Ranma 1/2: The Movie 2 - Nihao My Concubine;Movie;1992;3.87
Strike Witches TV 2;TV;2010;3.87
Baki;Web;2018;3.87
Un-Go;TV;2011;3.87
His and Her Circumstances;TV;1998;3.87
Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future;TV Special;2005;3.87
Mnemosyne;OVA;2008;3.87
Days;TV;2016;3.87
Kowarekake no Orgel;OVA;2009;3.87
Captain Harlock;TV;1978;3.87
Real Girl 2nd Season;TV;2019;3.87
One Piece Special 2: Open Upon the Great Sea! A Father's Huge, HUGE Dream!;TV Special;2003;3.87
Yamada-kun and the Seven Witches (2013);Web;2013;3.87
Pokemon Movie 20: I Choose You!;Movie;2017;3.87
Midori Days;TV;2004;3.87
Hitori no Shita: The Outcast 2nd Season;TV;2017;3.87
Black Butler 2 Specials;DVD Special;2010;3.87
Black Lagoon Specials;DVD Special;2009;3.87
One Piece Special 3: Protect! The Last Great Stage;TV Special;2003;3.87
Nogizaka Haruka no Himitsu: Finale;OVA;2012;3.87
Fate/stay night: Unlimited Blade Works 2 - Sunny Day;DVD Special;2015;3.87
Elfen Lied: In the Passing Rain;DVD Special;2005;3.87
Another 0-kan;OVA;2012;3.87
One Piece Special 1: Adventure in the Ocean's Navel;TV Special;2000;3.87
Dragon Ball Z Movie 12: Fusion Reborn;Movie;1995;3.87
Yuru Yuri;TV;2011;3.87
Yaoguai Mingdan 2nd Season;Web;2017;3.87
Letter Bee: Light and Blue Night Fantasy;TV Special;2008;3.86
You're Under Arrest! The Movie;Movie;1999;3.86
Laid-Back Camp Specials;DVD Special;2018;3.86
To Love Ru: Multiplication - Mae kara Ushiro kara;OVA;2017;3.86
Naruto Shippuden Movie 3: The Will of Fire;Movie;2009;3.86
Lupin III Special 10: Crisis in Tokyo;TV Special;1998;3.86
Captain The Movie;Movie;1981;3.86
Jin: Outer Science;Music Video;2013;3.86
The Seven Deadly Sins: Revival of The Commandments OVA;OVA;2018;3.86
Fist of the North Star 2;TV;1987;3.86
Prince of Tennis: Two Samurai The First Game;Movie;2005;3.86
Fist of the North Star: Legend of Raoh: Death for Love;Movie;2006;3.86
Mai-Otome 0 ~S.ifr~;OVA;2008;3.86
K: Seven Stories Movie 3 - SIDE:GREEN ~Uwagaki Sekai~;Movie;2018;3.86
Danganronpa: The Animation;TV;2013;3.86
The World God Only Knows: Four Girls and an Idol;OVA;2011;3.86
Crest of the Stars: Birth;TV Special;2000;3.86
Hanamaru Youchien;TV;2010;3.86
City Hunter: Goodbye My Sweetheart;TV Special;1997;3.86
Paniponi Dash! Special;DVD Special;2009;3.86
Nogizaka Haruka no Himitsu;TV;2008;3.86
Lupin III Special 23: Blood Seal - The Eternal Mermaid;TV Special;2011;3.86
Kyo Kara Maoh!;TV;2004;3.86
One Piece: Straw Hat Theater;DVD Special;2006;3.86
Ghost Stories;TV;2000;3.86
Blood Blockade Battlefront OVA;OVA;2016;3.86
The Third: The Girl with the Blue Eye;TV;2006;3.86
Star Blazers: The Comet Empire;TV;1978;3.86
Tsubasa Chronicle: Torikago no Kuni no Himegimi;Movie;2005;3.86
Chaika: The Coffin Princess;TV;2014;3.86
Hakumei and Mikochi;TV;2018;3.86
Afro Samurai The Movie;Movie;2007;3.86
Paranoia Agent;TV;2004;3.86
Osomatsu-san Special;DVD Special;2016;3.86
Hakuouki Shinsengumi Kitan;TV;2010;3.86
Lord Marksman and Vanadis;TV;2014;3.86
Resident Evil: Damnation;Movie;2012;3.85
Tengen Toppa Gurren Lagann Gekijouban Zenyasai Special: Viral's Sweet Dream;Other;2009;3.85
Chaika: The Coffin Princess - AVENGING BATTLE;TV;2014;3.85
Hetalia: Axis Powers Fan Disc;OVA;2010;3.85
Captain Tsubasa (2018);TV;2018;3.85
Slayers: The Motion Picture;Movie;1995;3.85
Black Jack Special: The 4 Miracles of Life;TV Special;2003;3.85
Aoharu x Machinegun;TV;2015;3.85
Saiyuki Requiem;Movie;2001;3.85
Kimikiss Pure Rouge;TV;2007;3.85
Heartcatch Pretty Cure! Hana no Miyako de Fashion Show… desu ka!?;Movie;2010;3.85
Ultra B;TV;1987;3.85
Hakuouki Reimeiroku;TV;2012;3.85
Nichijou Episode 0;OVA;2011;3.85
Rurouni Kenshin DVD-BOX Zenshu Kenshinden;DVD Special;2007;3.85
Dragon Nest: Throne of Elves;Movie;2016;3.85
Lupin III: Part IV Specials;DVD Special;2015;3.85
Hugtto! Pretty Cure;TV;2018;3.85
"Myself; Yourself";TV;2007;3.85
Slam Dunk Movie 2;Movie;1994;3.85
Tokyo Majin Gakuen Kenpuchou Tou Dai Ni Maku;TV;2007;3.85
Ie Naki Ko Remi Specials;Other;1997;3.85
Patlabor 2: The Movie;Movie;1993;3.85
Beelzebub Jump Super Anime Tour Special;OVA;2010;3.85
Me! Me! Me!;Web;2014;3.85
Demon King Daimao;TV;2010;3.85
Sarusuberi - Miss Hokusai;Movie;2015;3.85
Dragon Pilot: Hisone & Masotan;TV;2018;3.85
Magic-Kyun! Renaissance;TV;2016;3.85
Appleseed: Ex Machina;Movie;2007;3.85
Ground Control to Psychoelectric Girl: The Nighttime Sun;DVD Special;2012;3.85
Detective Conan OVA 2: 16 Suspects;OVA;2002;3.85
Tower of Druaga: The Sword of Uruk;TV;2009;3.85
Aoyama Goshou Tanpenshuu;OVA;1999;3.85
World Trigger;TV;2014;3.85
Hell Girl;TV;2005;3.85
Library War: Romance Impairment;DVD Special;2008;3.85
City Hunter: .357 Magnum;Movie;1989;3.85
Kannagi;TV;2008;3.85
Mahou Sensei Negima! ~Shiroki Tsubasa Ala Alba~;OVA;2008;3.85
Strike the Blood;TV;2013;3.84
Run Melos!;Movie;1992;3.84
Love Live! Sunshine!!;TV;2016;3.84
Sailor Moon Sailor Stars;TV;1996;3.84
Yowamushi Pedal: Special Ride;OVA;2013;3.84
Dragon Quest: Dai no Daibouken;TV;1991;3.84
Kimagure Orange Road TV;TV;1987;3.84
InuYasha The Movie 4: Fire on the Mystic Island;Movie;2004;3.84
Aoki Hagane no Arpeggio: Ars Nova;TV;2013;3.84
Detective Conan OVA 7: A Challenge from Agasa;OVA;2007;3.84
Selector Spread WIXOSS;TV;2014;3.84
Armored Trooper Votoms;TV;1983;3.84
Sekirei: Pure Engagement Special;DVD Special;2010;3.84
Senki Zesshou Symphogear AXZ;TV;2017;3.84
Stellvia of the Universe;TV;2003;3.84
Busou Renkin;TV;2006;3.84
Gatchaman Crowds: Embrace;DVD Special;2014;3.84
One Piece Movie 8: The Desert Princess and the Pirates - Adventures in Alabasta;Movie;2007;3.84
HENNEKO - The Hentai Prince and the Stony Cat;TV;2013;3.84
Karakai Jouzu no Takagi-san OVA;OVA;2018;3.84
Blue Exorcist: Kuro's Trip Away From Home;DVD Special;2011;3.84
Doraemon: Nobita at the Birth of Japan (2016);Movie;2016;3.84
Karas;OVA;2005;3.84
Ghost in the Shell: Stand Alone Complex 2nd Gig - Tachikoma Days;Other;2004;3.84
Okami-san & Her Seven Companions;TV;2010;3.84
You're Being Summoned, Azazel;TV;2011;3.84
Digimon Adventure Tri. Movie 5: Coexistence;Movie;2017;3.84
HoneyWorks & LIPxLIP: Rodeo;Music Video;2019;3.84
Kabaneri of the Iron Fortress Part 1: Light That Gathers;Movie;2016;3.84
Maison Ikkoku: Kanketsuhen;Movie;1988;3.84
Hakkenden: Eight Dogs of the East;TV;2013;3.84
Urusei Yatsura OVA;OVA;1985;3.84
Sengoku Basara: Samurai Kings - Clash in the Inland Sea of Seto! Fugaku, the Great Fire-Belching Fortress of the Sea!;DVD Special;2010;3.84
High School DxD OVA;OVA;2012;3.84
Chibi Maruko-chan;TV;1990;3.84
Black Cat;TV;2005;3.84
Level E;TV;2011;3.83
Gugure! Kokkuri-san Specials;DVD Special;2014;3.83
Dragon Ball Z Movie 8: The Legendary Super Saiyan;Movie;1993;3.83
Senjou no Valkyria 3: Tagatame no Juusou;OVA;2011;3.83
Kuromukuro;TV;2016;3.83
Dragon Ball Super: Broly - Skytree Super;Other;2018;3.83
I've Always Liked You;Movie;2016;3.83
Glass Mask OVA;OVA;1998;3.83
Zipang;TV;2004;3.83
C: The Money of Soul and Possibility Control;TV;2011;3.83
A Certain Magical Index III;TV;2018;3.83
Sword Art Online Alternative: Gun Gale Online;TV;2018;3.83
Aka-chan to Boku;TV;1996;3.83
Hori-san to Miyamura-kun;OVA;2012;3.83
Miss Kobayashi's Dragon Maid Specials;DVD Special;2017;3.83
Junjou Romantica Special;DVD Special;2008;3.83
Barefoot Gen 2;Movie;1986;3.83
InuYasha The Movie 1: Affections Touching Across Time;Movie;2001;3.83
Baka and Test - Summon the Beasts Specials;DVD Special;2010;3.83
Happy Birthday Inochi Kagayaku Toki;Movie;1999;3.83
Angel Densetsu;OVA;1996;3.83
Lupin III: The Fuma Conspiracy;OVA;1987;3.83
Lupin III: Part V - Is Lupin Still Burning?;OVA;2018;3.83
Little Busters! OVA;OVA;2013;3.83
Aoharu x Machinegun Special;TV Special;2015;3.83
Tari Tari;TV;2012;3.83
Xiong Bing Lian;Web;2017;3.83
Fushigi Yugi: The Mysterious Play;TV;1995;3.83
Sound of the Sky;TV;2010;3.83
Tamayura: More Aggressive OVA;OVA;2014;3.83
Koi Suru Boukun;OVA;2010;3.83
CMFU Xueyuan: Wangzi Peng Peng Qiu;Web;2016;3.83
Hana Yori Dango;TV;1996;3.83
Cheonnyeon-yeowoo Yeowoobi;Movie;2007;3.83
Nanbaka;TV;2016;3.83
Hetalia: The World Twinkle;Web;2015;3.83
Anohana: The Flower We Saw That Day Picture Drama;DVD Special;2013;3.82
Lupin III: Dead or Alive;Movie;1996;3.82
Rozen Maiden;TV;2004;3.82
Digimon Movie 1: Digimon Adventure;Movie;1999;3.82
Sailor Moon S;TV;1994;3.82
Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue;OVA;2010;3.82
My Mental Choices are Completely Interfering with my School Romantic Comedy;TV;2013;3.82
Little Nemo: Adventures in Slumberland;Movie;1989;3.82
Future Diary OVA;OVA;2010;3.82
Saint Seiya;TV;1986;3.82
Amanchu! Advance;TV;2018;3.82
Space Patrol Luluco;TV;2016;3.82
Naruto Shippuden Movie 1;Movie;2007;3.82
ef - a tale of memories: Recollections;OVA;2008;3.82
Himouto! Umaru-chan;TV;2015;3.82
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth;Movie;2010;3.82
Saiyuki Reload;TV;2003;3.82
Zoids: New Century/Zero;TV;2001;3.82
Get Backers;TV;2002;3.82
Children of the Whales;TV;2017;3.82
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Part 1 - Tomodachi;Movie;2017;3.82
Nogizaka Haruka no Himitsu: Purezza;TV;2009;3.82
Aishen Qiaokeli-ing... II;Web;2017;3.82
K: Seven Stories Movie 2 - SIDE:BLUE ~Tenrou no Gotoku;Movie;2018;3.82
Slam Dunk Movie 1;Movie;1994;3.82
Blood Blockade Battlefront & Beyond OVA;OVA;2018;3.82
Shugo Chara!;TV;2007;3.82
God Eater;TV;2015;3.82
Saki: Episode of Side A Specials;TV Special;2012;3.82
Detective Conan OVA 5: The Target is Kogoro! The Detective Boys' Secret Investigation;OVA;2005;3.82
Please Teacher: Secret Couple;OVA;2002;3.82
Buddha 2: Tezuka Osamu no Buddha: Owarinaki Tabi;Movie;2014;3.82
Gunslinger Girl;TV;2003;3.82
Aria the Animation;TV;2005;3.82
High School DxD New: Oppai, Tsutsumimasu!;OVA;2015;3.82
Princess Nine;TV;1998;3.82
Sekirei;TV;2008;3.82
Saki: The Nationals;TV;2014;3.82
Mitchiri Neko March;Music Video;2013;3.82
Haiyore! Nyaruko-san W;TV;2013;3.81
Ikoku Meiro no Croisée;TV;2011;3.81
Rainbow Days;TV;2016;3.81
Kimagure Orange Road OVA;OVA;1989;3.81
Corpse Princess: Aka;TV;2008;3.81
Utawarerumono: The False Faces;TV;2015;3.81
Date a Live;TV;2013;3.81
Naruto Shippuden OVA: Sage Naruto vs Sasuke;OVA;2011;3.81
Detective Conan OVA 3: Conan and Heiji and the Vanished Boy;OVA;2003;3.81
Birdy the Mighty Decode: The Cipher;OVA;2009;3.81
Wake Up, Girls! Movie 2: Beyond the Bottom;Movie;2015;3.81
Osomatsu-san: Ouma de Kobanashi;TV Special;2016;3.81
The Mysterious Cities of Gold;TV;1982;3.81
Monster Strike the Movie 2: Sora no Kanata;Movie;2018;3.81
El-Hazard: The Magnificent World;OVA;1995;3.81
Dragon Ball Kai Special;DVD Special;2011;3.81
Honobono Log;TV;2016;3.81
Heartcatch Pretty Cure!;TV;2010;3.81
B-PROJECT: Zecchou Emotion;TV;2019;3.81
Lupin III;TV;1971;3.81
Wo Shi Jiang Xiaobai OVA;Web;2018;3.81
City Hunter: The Secret Service;TV Special;1996;3.81
Resident Evil: Vendetta;Movie;2017;3.81
Vandread;TV;2000;3.81
Fist of the North Star: Legend of Toki;OVA;2008;3.81
Jing: King of Bandits - Seventh Heaven;OVA;2004;3.81
Peace Sign;Music Video;2017;3.81
Shinryaku! Ika Musume Specials;DVD Special;2011;3.81
Gunbuster Movie;Movie;2006;3.81
Shigofumi Special;DVD Special;2008;3.81
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaisha;OVA;2017;3.81
They Were Eleven;Movie;1986;3.8
One Piece: Django's Dance Carnival;Other;2001;3.8
GJ-bu;TV;2013;3.8
Naruto Shippuden Movie 2: Bonds;Movie;2008;3.8
Maria-sama ga Miteru 4th Specials;DVD Special;2009;3.8
One Piece: Episode of Skypiea;TV Special;2018;3.8
Hatsukoi Limited;TV;2009;3.8
Lupin III: Part III;TV;1984;3.8
Hello, Happy World!: Kimi ga Inakucha!;Music Video;2019;3.8
Ganba Fly High;TV;1996;3.8
Adieu Galaxy Express 999;Movie;1981;3.8
Yozakura Quartet: Hoshi no Umi;OVA;2010;3.8
Ajin OVA;OVA;2016;3.8
Machine-Doll wa Kizutsukanai;TV;2013;3.8
Bamboo Blade;TV;2007;3.8
Aikatsu!: Nerawareta Mahou no Aikatsu Card;Movie;2016;3.8
Love Hina X'mas Special - Silent Eve;TV Special;2000;3.8
One Piece: Adventure of Nebulandia;TV Special;2015;3.8
Amagami SS Special;DVD Special;2011;3.8
Mobile Suit Gundam II: Soldiers of Sorrow;Movie;1981;3.8
Ranma 1/2: The Movie - Big Trouble in Nekonron, China;Movie;1991;3.8
Digimon Adventure Tri. Movie 6: Future;Movie;2018;3.8
Steamboy;Movie;2005;3.8
Osomatsu-san: Mutsugo to Ouma no Monogatari;Web;2016;3.8
Re: Hamatora;TV;2014;3.8
Black Blood Brothers;TV;2006;3.8
Ani ni Tsukeru Kusuri wa Nai!;Web;2017;3.8
Fist of the North Star;TV;1984;3.8
Senyuu. 2;TV;2013;3.8
Sakura Quest;TV;2017;3.8
Today's Menu for Emiya Family;Web;2018;3.8
Ah! My Goddess (2011);OVA;2011;3.8
Zoids: Chaotic Century;TV;1999;3.8
Kimi ga Nozomu Eien;TV;2003;3.8
Kiddy Grade: Maelstrom;Movie;2007;3.8
Mai-Otome Zwei;OVA;2006;3.8
Clannad Movie;Movie;2007;3.8
Detroit Metal City: Birth of the Metal Devil;OVA;2008;3.8
Digimon Season 1: Digital Monsters;TV;1999;3.79
Legendary Gambler Tetsuya;TV;2000;3.79
Yawara! Special: Zutto Kimi no Koto ga;TV Special;1996;3.79
Ground Control to Psychoelectric Girl;TV;2011;3.79
Lady Jewelpet;TV;2014;3.79
Kimi to Boku.;TV;2011;3.79
Baja no Studio;OVA;2017;3.79
Buddy Complex: Into the Skies of Tomorrow;TV Special;2014;3.79
City Hunter: Million Dollar Conspiracy;Movie;1990;3.79
Chain Chronicle: The Light of Haecceitas - Movie 3;Movie;2017;3.79
Little Busters!;TV;2012;3.79
One Piece Movie 2: Clockwork Island Adventure;Movie;2001;3.79
Tales of the Abyss;TV;2008;3.79
Umineko: When They Cry;TV;2009;3.79
King of Thorn;Movie;2009;3.79
Yuuki Yuuna is a Hero: The Washio Sumi Chapter;TV;2017;3.79
Himouto! Umaru-chan: Umaru-chan Mou Ikkai!;OVA;2015;3.79
This Boy Caught a Merman;OVA;2012;3.79
Captain Herlock: Outside Legend - The Endless Odyssey;OVA;2002;3.79
RIN-NE 2;TV;2016;3.79
Lupin III Special 13: Alcatraz Connection;TV Special;2001;3.79
Ghost Hound;TV;2007;3.79
Black Clover;TV;2017;3.79
Magical Girl Lyrical Nanoha;TV;2004;3.79
Sengoku Basara: Samurai Kings;TV;2009;3.79
Tanaka-kun wa Kyou mo Kedaruge;Web;2016;3.79
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!;Movie;2007;3.79
Rosario + Vampire Capu2;TV;2008;3.79
City Hunter: Death of the Vicious Criminal Ryo Saeba;TV Special;1999;3.79
Tower of Druaga: the Aegis of Uruk;TV;2008;3.79
Lupin III Special 6: Dragon of Doom;TV Special;1994;3.79
Ashita no Nadja;TV;2003;3.79
Saint Tail;TV;1995;3.79
Uta no Prince-sama: Maji Love Legend Star;TV;2016;3.79
Love Hina Again;OVA;2002;3.79
Kodomo no Jikan: Ni Gakki Kuro-chan to Shiro-chan;OVA;2009;3.78
Chie the Brat Movie;Movie;1981;3.78
Kuroko's Basketball: Oshaberi Shiyokka;OVA;2012;3.78
RahXephon;TV;2002;3.78
Origin: Spirits of the Past;Movie;2006;3.78
Amagami SS OVA;OVA;2011;3.78
The TV Show;Music Video;2009;3.78
Zoids: Guardian Force;TV;2000;3.78
Mobile Suit Gundam I;Movie;1981;3.78
Please Teacher;TV;2002;3.78
Black Jack: The Two Doctors of Darkness;Movie;2005;3.78
Zegapain;TV;2006;3.78
Yume no Crayon Oukoku;TV;1997;3.78
Shounen Maid Special;DVD Special;2016;3.78
UQ Holder! ~Mahou Sensei Negima! 2~;TV;2017;3.78
Hitoshizuku-P x Yama△: Shikiori no Hane;Music Video;2014;3.78
Basilisk;TV;2005;3.78
Karin;TV;2005;3.78
Comic Girls;TV;2018;3.78
Doraemon (1973);TV;1973;3.78
Hamatora;TV;2014;3.78
Kara no Kyoukai: Epilogue;OVA;2011;3.78
Mai-Otome;TV;2005;3.78
Tentai Senshi Sunred Specials;DVD Special;2009;3.78
Hi no Tori: Houou Hen;Movie;1986;3.78
Kiba;TV;2006;3.78
Sailor Moon R: The Movie;Movie;1993;3.78
Nagasarete Airantou;TV;2007;3.78
Mysterious Girlfriend X OVA;OVA;2012;3.78
Lupin III Special 7: The Pursuit of Harimao's Treasure;TV Special;1995;3.78
Air Gear: Special Trick;DVD Special;2007;3.78
Nadia: Secret Of Blue Water;TV;1990;3.78
You're Under Arrest!;TV;1996;3.78
The Prince of Tennis Flash Specials;DVD Special;2014;3.78
Canaan;TV;2009;3.78
Shuffle!;TV;2005;3.77
The [email protected] Special;TV Special;2012;3.77
Saiyuki;TV;2000;3.77
Future Card Buddyfight Ace;TV;2018;3.77
One Piece Special 4: The Detective Memoirs of Chief Straw Hat Luffy;TV Special;2005;3.77
Ushiro no Shoumen Dare;Movie;1991;3.77
Inazuma Eleven GO: Kyuukyoku no Kizuna Gryphon;Movie;2011;3.77
Yomigaeru Sora -Rescue Wings-;TV;2006;3.77
Wake Up, Girls! Movie 1: The Shadow of Youth;Movie;2015;3.77
Shoujo Kageki Revue Starlight;TV;2018;3.77
This Art Club Has a Problem!;TV;2016;3.77
Mobile Suit Gundam Unicorn RE:0096;TV;2016;3.77
Yowamushi Pedal: Re:RIDE;Movie;2014;3.77
They Are My Noble Masters;TV;2008;3.77
PriPara Movie: Minna no Akogare♪ Let's Go☆Prix Paris;Movie;2016;3.77
Wasurenagumo;Movie;2012;3.77
Yawara!;TV;1989;3.77
Aikatsu Stars!;TV;2016;3.77
Roselia: Neo-Aspect;Music Video;2018;3.77
Phi Brain: Kami no Puzzle 2;TV;2012;3.77
Keroro Gunsou Movie 5: Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!;Movie;2010;3.77
Ganbare Genki;TV;1980;3.77
Amanchu!;TV;2016;3.77
Laughing Under the Clouds;TV;2014;3.77
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!;Movie;2009;3.77
Inari Kon Kon;TV;2014;3.77
Marty Friedman: The Perfect World;Music Video;2018;3.77
Wangpai Yushi;Web;2014;3.77
New Getter Robo;TV;2004;3.77
Joshiraku;TV;2012;3.77
Soukyuu no Fafner: Right of Left;TV Special;2005;3.77
Neon Genesis Evangelion - Death and Rebirth;Movie;1997;3.77
Angolmois: Record of Mongol Invasion;TV;2018;3.77
Sunday Without God;TV;2013;3.77
Genshiken Nidaime OVA;OVA;2013;3.76
Vampire Knight;TV;2008;3.76
Saint Seiya Movie 5: The Heaven Chapter - Overture;Movie;2004;3.76
Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza - Extra;Other;2018;3.76
Usuzumizakura: Garo;Movie;2018;3.76
Osomatsu-kun (1988) Special;TV Special;1988;3.76
You're Under Arrest: Mini-Specials;TV;1999;3.76
Lupin III Special 5: Voyage To Danger;Movie;1993;3.76
Tengen Toppa Gurren Lagann Parallel Works;Music Video;2008;3.76
Detective Conan OVA 8: High School Girl Detective Sonoko Suzuki's Case Files;OVA;2008;3.76
Genius Party Beyond;Other;2008;3.76
Kiniro Mosaic: Pretty Days;OVA;2016;3.76
Ghost in the Shell: Stand Alone Complex - Individual Eleven - Tachikoma Days;DVD Special;2006;3.76
Galaxy Express 999;TV;1978;3.76
Xue Se Cang Qiong;Web;2017;3.76
Petite Princess Yucie;TV;2002;3.76
"The Familiar of Zero: ""Rondo"" of Princesses - Seductive Beach";DVD Special;2008;3.76
Pet Shop of Horrors;OVA;1999;3.76
Kodomo no Jikan: Ni Gakki;OVA;2009;3.76
Armor Hunter Mellowlink;OVA;1988;3.76
Whistle!;TV;2002;3.76
Gokinjo Monogatari;TV;1995;3.76
The Royal Tutor Movie;Movie;2019;3.76
Speed Grapher;TV;2005;3.76
MM!;TV;2010;3.76
